Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-30 11:15:00+05:30,3471.89990234375,3483.199951171875,3463.0,3471.0,0,0.0,0.0
2025-04-30 12:15:00+05:30,3471.199951171875,3472.10009765625,3452.300048828125,3457.199951171875,110547,0.0,0.0
2025-04-30 13:15:00+05:30,3457.300048828125,3475.0,3455.0,3473.0,224875,0.0,0.0
2025-04-30 14:15:00+05:30,3473.10009765625,3483.5,3449.800048828125,3449.800048828125,951156,0.0,0.0
2025-04-30 15:15:00+05:30,3449.39990234375,3455.800048828125,3424.10009765625,3432.0,915467,0.0,0.0
2025-05-02 09:15:00+05:30,3455.10009765625,3491.5,3436.699951171875,3481.0,0,0.0,0.0
2025-05-02 10:15:00+05:30,3481.300048828125,3481.300048828125,3455.199951171875,3457.89990234375,263783,0.0,0.0
2025-05-02 11:15:00+05:30,3457.60009765625,3465.699951171875,3435.39990234375,3436.199951171875,233967,0.0,0.0
2025-05-02 12:15:00+05:30,3436.199951171875,3436.199951171875,3420.0,3432.800048828125,285763,0.0,0.0
2025-05-02 13:15:00+05:30,3432.89990234375,3449.300048828125,3432.800048828125,3438.10009765625,242447,0.0,0.0
2025-05-02 14:15:00+05:30,3438.10009765625,3452.300048828125,3425.39990234375,3448.10009765625,358268,0.0,0.0
2025-05-02 15:15:00+05:30,3448.0,3448.0,3436.0,3444.699951171875,141928,0.0,0.0
2025-05-05 09:15:00+05:30,3455.0,3504.0,3447.0,3485.5,0,0.0,0.0
2025-05-05 10:15:00+05:30,3486.0,3487.0,3473.0,3478.5,189093,0.0,0.0
2025-05-05 11:15:00+05:30,3478.39990234375,3479.39990234375,3452.0,3452.5,223408,0.0,0.0
2025-05-05 12:15:00+05:30,3452.5,3460.199951171875,3449.5,3459.89990234375,199386,0.0,0.0
2025-05-05 13:15:00+05:30,3459.699951171875,3460.0,3453.699951171875,3454.199951171875,98129,0.0,0.0
2025-05-05 14:15:00+05:30,3454.0,3457.10009765625,3451.300048828125,3451.300048828125,186549,0.0,0.0
2025-05-05 15:15:00+05:30,3451.5,3457.0,3451.5,3454.300048828125,90385,0.0,0.0
2025-05-06 09:15:00+05:30,3460.300048828125,3468.0,3437.10009765625,3449.5,0,0.0,0.0
2025-05-06 10:15:00+05:30,3448.300048828125,3456.800048828125,3445.10009765625,3453.39990234375,127785,0.0,0.0
2025-05-06 11:15:00+05:30,3453.89990234375,3463.800048828125,3448.39990234375,3453.699951171875,130337,0.0,0.0
2025-05-06 12:15:00+05:30,3453.800048828125,3466.60009765625,3445.0,3457.5,188280,0.0,0.0
2025-05-06 13:15:00+05:30,3459.10009765625,3473.0,3456.0,3466.10009765625,203807,0.0,0.0
2025-05-06 14:15:00+05:30,3466.10009765625,3466.39990234375,3455.300048828125,3459.60009765625,327717,0.0,0.0
2025-05-06 15:15:00+05:30,3459.800048828125,3461.199951171875,3450.0,3460.0,186938,0.0,0.0
2025-05-07 09:15:00+05:30,3422.199951171875,3448.5,3422.199951171875,3428.39990234375,0,0.0,0.0
2025-05-07 10:15:00+05:30,3429.0,3443.10009765625,3427.699951171875,3436.300048828125,158196,0.0,0.0
2025-05-07 11:15:00+05:30,3436.300048828125,3452.0,3433.39990234375,3438.60009765625,154629,0.0,0.0
2025-05-07 12:15:00+05:30,3438.60009765625,3449.89990234375,3435.800048828125,3440.60009765625,155809,0.0,0.0
2025-05-07 13:15:00+05:30,3440.60009765625,3458.0,3438.699951171875,3457.300048828125,170589,0.0,0.0
2025-05-07 14:15:00+05:30,3457.300048828125,3458.699951171875,3440.39990234375,3442.5,359879,0.0,0.0
2025-05-07 15:15:00+05:30,3442.39990234375,3448.0,3441.300048828125,3445.10009765625,172560,0.0,0.0
2025-05-08 09:15:00+05:30,3441.699951171875,3476.39990234375,3433.300048828125,3457.800048828125,0,0.0,0.0
2025-05-08 10:15:00+05:30,3457.0,3458.699951171875,3442.300048828125,3447.199951171875,199841,0.0,0.0
2025-05-08 11:15:00+05:30,3447.199951171875,3453.89990234375,3441.0,3453.0,231436,0.0,0.0
2025-05-08 12:15:00+05:30,3453.0,3453.699951171875,3434.39990234375,3443.5,354620,0.0,0.0
2025-05-08 13:15:00+05:30,3443.699951171875,3457.300048828125,3442.10009765625,3449.60009765625,282652,0.0,0.0
2025-05-08 14:15:00+05:30,3449.89990234375,3460.0,3443.300048828125,3453.5,679563,0.0,0.0
2025-05-08 15:15:00+05:30,3453.800048828125,3454.699951171875,3430.0,3430.0,315394,0.0,0.0
2025-05-09 09:15:00+05:30,3405.10009765625,3429.89990234375,3398.699951171875,3414.199951171875,0,0.0,0.0
2025-05-09 10:15:00+05:30,3415.60009765625,3427.10009765625,3411.0,3423.0,291540,0.0,0.0
2025-05-09 11:15:00+05:30,3422.800048828125,3434.0,3416.0,3420.800048828125,261208,0.0,0.0
2025-05-09 12:15:00+05:30,3420.89990234375,3433.39990234375,3419.60009765625,3429.60009765625,253610,0.0,0.0
2025-05-09 13:15:00+05:30,3429.60009765625,3436.89990234375,3420.0,3433.699951171875,364654,0.0,0.0
2025-05-09 14:15:00+05:30,3433.699951171875,3443.199951171875,3428.10009765625,3440.300048828125,632735,0.0,0.0
2025-05-09 15:15:00+05:30,3440.10009765625,3445.0,3435.0,3437.5,322119,0.0,0.0
2025-05-12 09:15:00+05:30,3514.89990234375,3553.0,3504.89990234375,3536.60009765625,0,0.0,0.0
2025-05-12 10:15:00+05:30,3536.60009765625,3547.300048828125,3522.800048828125,3528.39990234375,148499,0.0,0.0
2025-05-12 11:15:00+05:30,3527.699951171875,3551.0,3524.39990234375,3550.89990234375,147352,0.0,0.0
2025-05-12 12:15:00+05:30,3550.89990234375,3606.10009765625,3541.89990234375,3602.10009765625,410915,0.0,0.0
2025-05-12 13:15:00+05:30,3602.10009765625,3609.89990234375,3597.5,3609.89990234375,244299,0.0,0.0
2025-05-12 14:15:00+05:30,3609.89990234375,3621.39990234375,3598.800048828125,3620.699951171875,572415,0.0,0.0
2025-05-12 15:15:00+05:30,3620.699951171875,3630.5,3615.0,3629.199951171875,238019,0.0,0.0
2025-05-13 09:15:00+05:30,3617.10009765625,3618.89990234375,3560.10009765625,3585.0,502793,0.0,0.0
2025-05-13 10:15:00+05:30,3585.5,3587.39990234375,3555.0,3571.199951171875,283801,0.0,0.0
