Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-23 09:30:00-04:00,169.52000427246094,170.33999633789062,169.1300048828125,169.97999572753906,13799997,0.0,0.0
2025-07-23 09:35:00-04:00,169.9600067138672,170.1199951171875,169.47999572753906,170.0,4130772,0.0,0.0
2025-07-23 09:40:00-04:00,170.0,170.39999389648438,169.4846954345703,169.51499938964844,4202945,0.0,0.0
2025-07-23 09:45:00-04:00,169.1840057373047,169.52999877929688,168.78140258789062,169.31480407714844,4098410,0.0,0.0
2025-07-23 09:50:00-04:00,169.31500244140625,169.50999450683594,168.88499450683594,169.0399932861328,2495848,0.0,0.0
2025-07-23 09:55:00-04:00,169.03500366210938,169.19000244140625,168.22999572753906,168.34500122070312,3656315,0.0,0.0
2025-07-23 10:00:00-04:00,168.33999633789062,168.9499969482422,168.16000366210938,168.69000244140625,3084616,0.0,0.0
2025-07-23 10:05:00-04:00,168.69500732421875,168.7198944091797,167.97000122070312,168.36000061035156,3437927,0.0,0.0
2025-07-23 10:10:00-04:00,168.35499572753906,168.61000061035156,168.02000427246094,168.50999450683594,2451291,0.0,0.0
2025-07-23 10:15:00-04:00,168.52000427246094,168.99000549316406,168.47000122070312,168.8249969482422,1981342,0.0,0.0
2025-07-23 10:20:00-04:00,168.82000732421875,169.1300048828125,168.7100067138672,168.9217071533203,1709377,0.0,0.0
2025-07-23 10:25:00-04:00,168.9199981689453,169.13999938964844,168.74000549316406,169.1300048828125,1510823,0.0,0.0
2025-07-23 10:30:00-04:00,169.1300048828125,169.15499877929688,168.52780151367188,168.5500030517578,1726130,0.0,0.0
2025-07-23 10:35:00-04:00,168.5449981689453,168.88999938964844,168.5301055908203,168.6300048828125,1395975,0.0,0.0
2025-07-23 10:40:00-04:00,168.6300048828125,168.9499969482422,168.47000122070312,168.81500244140625,1468344,0.0,0.0
2025-07-23 10:45:00-04:00,168.7949981689453,169.0050048828125,168.66000366210938,169.0050048828125,1085580,0.0,0.0
2025-07-23 10:50:00-04:00,169.0052947998047,169.25,168.9250030517578,169.15969848632812,1659014,0.0,0.0
2025-07-23 10:55:00-04:00,169.16000366210938,169.4199981689453,169.13999938964844,169.36709594726562,1851984,0.0,0.0
2025-07-23 11:00:00-04:00,169.3524932861328,169.77999877929688,169.3524932861328,169.4949951171875,2378505,0.0,0.0
2025-07-23 11:05:00-04:00,169.49000549316406,169.58999633789062,169.1649932861328,169.49000549316406,1508566,0.0,0.0
2025-07-23 11:10:00-04:00,169.4949951171875,169.5800018310547,169.36349487304688,169.44149780273438,785395,0.0,0.0
2025-07-23 11:15:00-04:00,169.4781951904297,169.6699981689453,169.4600067138672,169.6699981689453,1071308,0.0,0.0
2025-07-23 11:20:00-04:00,169.625,169.8000030517578,169.5,169.50999450683594,1600371,0.0,0.0
2025-07-23 11:25:00-04:00,169.50999450683594,169.61500549316406,169.44000244140625,169.52330017089844,834821,0.0,0.0
2025-07-23 11:30:00-04:00,169.5050048828125,169.55999755859375,169.2899932861328,169.39999389648438,1078583,0.0,0.0
2025-07-23 11:35:00-04:00,169.39999389648438,169.47999572753906,169.29519653320312,169.42999267578125,787426,0.0,0.0
2025-07-23 11:40:00-04:00,169.4188995361328,169.52499389648438,169.2899932861328,169.34500122070312,875489,0.0,0.0
2025-07-23 11:45:00-04:00,169.35000610351562,169.36500549316406,169.02499389648438,169.03500366210938,1100524,0.0,0.0
2025-07-23 11:50:00-04:00,169.0399932861328,169.8800048828125,168.9600067138672,169.61500549316406,1999478,0.0,0.0
2025-07-23 11:55:00-04:00,169.61000061035156,169.79989624023438,169.3800048828125,169.55479431152344,1926662,0.0,0.0
2025-07-23 12:00:00-04:00,169.5500030517578,169.55999755859375,169.25,169.3376007080078,1188258,0.0,0.0
2025-07-23 12:05:00-04:00,169.1699981689453,169.41000366210938,169.091796875,169.32789611816406,1017313,0.0,0.0
2025-07-23 12:10:00-04:00,169.3249969482422,169.3350067138672,168.82000732421875,168.97000122070312,1316538,0.0,0.0
2025-07-23 12:15:00-04:00,168.96560668945312,169.04879760742188,168.77000427246094,168.9149932861328,1136898,0.0,0.0
2025-07-23 12:20:00-04:00,168.9167022705078,168.9600067138672,168.59500122070312,168.76840209960938,1270691,0.0,0.0
2025-07-23 12:25:00-04:00,168.76499938964844,168.85000610351562,168.52999877929688,168.6199951171875,1049445,0.0,0.0
2025-07-23 12:30:00-04:00,168.6199951171875,168.82000732421875,168.55999755859375,168.6750030517578,994647,0.0,0.0
2025-07-23 12:35:00-04:00,168.6884002685547,168.91000366210938,168.6699981689453,168.89500427246094,855272,0.0,0.0
2025-07-23 12:40:00-04:00,168.88999938964844,169.0500030517578,168.86500549316406,169.03439331054688,839043,0.0,0.0
2025-07-23 12:45:00-04:00,169.03480529785156,169.0399932861328,168.8300018310547,168.99000549316406,887065,0.0,0.0
2025-07-23 12:50:00-04:00,168.98500061035156,169.14999389648438,168.9600067138672,169.0,898203,0.0,0.0
2025-07-23 12:55:00-04:00,168.9949951171875,169.13999938964844,168.9600067138672,169.1199951171875,601442,0.0,0.0
2025-07-23 13:00:00-04:00,169.1251983642578,169.25,169.07000732421875,169.21499633789062,823351,0.0,0.0
2025-07-23 13:05:00-04:00,169.21499633789062,169.27999877929688,169.052001953125,169.07859802246094,783695,0.0,0.0
2025-07-23 13:10:00-04:00,169.07000732421875,169.1300048828125,168.86000061035156,168.94500732421875,856768,0.0,0.0
2025-07-23 13:15:00-04:00,168.94500732421875,169.05520629882812,168.8300018310547,169.0052032470703,688906,0.0,0.0
2025-07-23 13:20:00-04:00,169.0,169.1699981689453,168.9813995361328,169.13999938964844,826591,0.0,0.0
2025-07-23 13:25:00-04:00,169.14999389648438,169.22999572753906,169.02149963378906,169.03500366210938,719962,0.0,0.0
2025-07-23 13:30:00-04:00,169.03990173339844,169.19000244140625,168.97999572753906,169.17579650878906,528559,0.0,0.0
2025-07-23 13:35:00-04:00,169.17799377441406,169.19000244140625,169.03500366210938,169.04469299316406,433659,0.0,0.0
2025-07-23 13:40:00-04:00,169.0500030517578,169.31820678710938,169.04010009765625,169.28500366210938,1119968,0.0,0.0
2025-07-23 13:45:00-04:00,169.28500366210938,169.49000549316406,169.27000427246094,169.4801025390625,861210,0.0,0.0
2025-07-23 13:50:00-04:00,169.48179626464844,169.53790283203125,169.110107421875,169.37989807128906,1441461,0.0,0.0
2025-07-23 13:55:00-04:00,169.36500549316406,169.80999755859375,169.36500549316406,169.75,2064589,0.0,0.0
2025-07-23 14:00:00-04:00,169.75,170.2899932861328,169.74139404296875,170.2100067138672,2921794,0.0,0.0
2025-07-23 14:05:00-04:00,170.1999969482422,170.4149932861328,170.13999938964844,170.32000732421875,1682592,0.0,0.0
2025-07-23 14:10:00-04:00,170.32000732421875,170.5500030517578,170.2550048828125,170.5500030517578,1625927,0.0,0.0
2025-07-23 14:15:00-04:00,170.54989624023438,170.8000030517578,170.53179931640625,170.73500061035156,2191212,0.0,0.0
2025-07-23 14:20:00-04:00,170.72999572753906,171.13999938964844,170.6649932861328,171.0847930908203,2418688,0.0,0.0
2025-07-23 14:25:00-04:00,171.08009338378906,171.25999450683594,170.5500030517578,170.65750122070312,3000890,0.0,0.0
2025-07-23 14:30:00-04:00,170.65130615234375,170.7050018310547,170.4600067138672,170.57000732421875,1947927,0.0,0.0
2025-07-23 14:35:00-04:00,170.57000732421875,170.63999938964844,170.47500610351562,170.5800018310547,1233552,0.0,0.0
2025-07-23 14:40:00-04:00,170.5800018310547,170.7799072265625,170.47000122070312,170.72500610351562,1251823,0.0,0.0
2025-07-23 14:45:00-04:00,170.72500610351562,170.9600067138672,170.6295928955078,170.94000244140625,2144013,0.0,0.0
2025-07-23 14:50:00-04:00,170.94500732421875,171.0,170.57000732421875,170.5998992919922,1917572,0.0,0.0
2025-07-23 14:55:00-04:00,170.58999633789062,170.8300018310547,170.5399932861328,170.81500244140625,913241,0.0,0.0
2025-07-23 15:00:00-04:00,170.82479858398438,170.83999633789062,170.610107421875,170.6300048828125,760712,0.0,0.0
2025-07-23 15:05:00-04:00,170.63999938964844,170.7550048828125,170.55999755859375,170.71519470214844,879180,0.0,0.0
2025-07-23 15:10:00-04:00,170.72000122070312,171.05999755859375,170.69009399414062,170.79989624023438,1479498,0.0,0.0
2025-07-23 15:15:00-04:00,170.7949981689453,170.9600067138672,170.75,170.8571014404297,965431,0.0,0.0
2025-07-23 15:20:00-04:00,170.85000610351562,170.9384002685547,170.6699981689453,170.69500732421875,784607,0.0,0.0
2025-07-23 15:25:00-04:00,170.69000244140625,170.75,170.60000610351562,170.7100067138672,830879,0.0,0.0
2025-07-23 15:30:00-04:00,170.6999969482422,170.73500061035156,170.58999633789062,170.6898956298828,849204,0.0,0.0
2025-07-23 15:35:00-04:00,170.67999267578125,170.69000244140625,170.3300018310547,170.3596954345703,1392110,0.0,0.0
2025-07-23 15:40:00-04:00,170.35499572753906,170.57000732421875,170.3249969482422,170.375,1348779,0.0,0.0
2025-07-23 15:45:00-04:00,170.3699951171875,170.5399932861328,170.3300018310547,170.4550018310547,1236447,0.0,0.0
2025-07-23 15:50:00-04:00,170.4550018310547,170.58999633789062,170.1707000732422,170.4250030517578,3211965,0.0,0.0
2025-07-23 15:55:00-04:00,170.41990661621094,170.86000061035156,170.39999389648438,170.8300018310547,4992890,0.0,0.0
2025-07-24 09:30:00-04:00,172.4499969482422,173.10000610351562,171.7100067138672,173.01499938964844,9918496,0.0,0.0
2025-07-24 09:35:00-04:00,173.00999450683594,173.4499969482422,172.8000030517578,173.16000366210938,4259270,0.0,0.0
2025-07-24 09:40:00-04:00,173.17999267578125,173.24000549316406,172.67999267578125,172.75,3280451,0.0,0.0
2025-07-24 09:45:00-04:00,172.75999450683594,172.9647979736328,172.5,172.62600708007812,2496105,0.0,0.0
2025-07-24 09:50:00-04:00,172.625,172.6999969482422,172.19000244140625,172.19760131835938,2554339,0.0,0.0
2025-07-24 09:55:00-04:00,172.1999969482422,172.74000549316406,172.14999389648438,172.33999633789062,2219271,0.0,0.0
